order_id,origin_site_id,origin_name,origin_city,origin_state,origin_zip,customer_name,delivery_city,delivery_state,delivery_zip,delivery_address,order_date,delivery_due_date,total_usd,item_count,status
ORD-10162,MFG-05,West Coast DC,Los Angeles,CA,90059,Central Corp,Detroit,MI,48263,4068 Warehouse Rd,2026-02-16,2026-03-04,23353.73,11,delivered
ORD-10163,MFG-08,Pacific Northwest DC,Seattle,WA,98175,Central Equipment,Charlotte,NC,28273,5056 Commerce Dr,2026-02-15,2026-02-27,12710.29,13,delivered
ORD-10164,MFG-01,Midwest Plant,Chicago,IL,60616,Vertex Corp,San Jose,CA,95173,9790 Warehouse Rd,2026-02-24,2026-03-02,13486.77,10,delivered
ORD-10165,MFG-05,West Coast DC,Los Angeles,CA,90056,Sterling Supply,Fort Worth,TX,76156,742 Commerce Dr,2026-02-17,2026-02-27,13897.59,12,open
ORD-10166,MFG-05,West Coast DC,Los Angeles,CA,90089,Pacific Co,Detroit,MI,48225,2109 Main St,2026-02-22,2026-03-01,14012.12,11,shipped
ORD-10167,MFG-07,Southwest Plant,Phoenix,AZ,85074,Sterling Corp,Los Angeles,CA,90015,638 Oak Ave,2026-02-21,2026-03-03,13055.42,16,confirmed
ORD-10168,MFG-06,Great Lakes Plant,Detroit,MI,48288,Crown Supply,Austin,TX,78730,6439 Parkway,2026-02-20,2026-03-03,8508.88,19,delivered
ORD-10169,MFG-05,West Coast DC,Los Angeles,CA,90070,Acme Supplies,New York,NY,10057,5428 Highway 10,2026-02-23,2026-02-27,7795.79,19,delivered
ORD-10170,MFG-05,West Coast DC,Los Angeles,CA,90093,Apex Corp,Nashville,TN,37283,3729 Highway 10,2026-02-24,2026-02-27,13177.17,6,delivered
ORD-10171,MFG-04,Southeast Plant,Atlanta,GA,30314,Central Services,Nashville,TN,37299,1801 Oak Ave,2026-02-23,2026-02-27,10556.69,11,shipped
ORD-10172,MFG-08,Pacific Northwest DC,Seattle,WA,98117,Pioneer Distribution,Phoenix,AZ,85076,3398 Parkway,2026-02-24,2026-02-28,9514.1,17,delivered
ORD-10173,MFG-06,Great Lakes Plant,Detroit,MI,48279,First Group,Jacksonville,FL,32296,4332 Parkway,2026-02-17,2026-03-01,7083.31,8,shipped
ORD-10174,MFG-04,Southeast Plant,Atlanta,GA,30398,Apex Services,Seattle,WA,98150,7862 Industrial Blvd,2026-02-19,2026-03-02,3178.57,10,delivered
ORD-10175,MFG-06,Great Lakes Plant,Detroit,MI,48228,Central Co,San Jose,CA,95115,4713 Highway 10,2026-02-21,2026-02-27,16450.91,15,delivered
ORD-10176,MFG-05,West Coast DC,Los Angeles,CA,90081,United Co,Dallas,TX,75227,1790 Parkway,2026-02-18,2026-03-03,1411.52,8,delivered
ORD-10177,MFG-01,Midwest Plant,Chicago,IL,60622,Metro Services,Columbus,OH,43252,7740 Main St,2026-02-16,2026-03-03,24118.29,1,delivered
ORD-10178,MFG-08,Pacific Northwest DC,Seattle,WA,98171,Summit Corp,San Antonio,TX,78246,5263 Industrial Blvd,2026-02-14,2026-03-02,16359.62,3,picked
ORD-10179,MFG-07,Southwest Plant,Phoenix,AZ,85032,Global Solutions,Los Angeles,CA,90060,8117 Oak Ave,2026-02-20,2026-03-04,380.29,2,delivered
ORD-10180,MFG-05,West Coast DC,Los Angeles,CA,90068,Prime Corp,Boston,MA,02177,8093 Oak Ave,2026-02-25,2026-03-04,6930.0,15,delivered
ORD-10181,MFG-08,Pacific Northwest DC,Seattle,WA,98192,Fusion Services,Dallas,TX,75233,231 Highway 10,2026-02-20,2026-03-01,16908.87,19,picked
ORD-10182,MFG-07,Southwest Plant,Phoenix,AZ,85075,Acme Group,Austin,TX,78721,6568 Highway 10,2026-02-17,2026-02-27,12014.73,5,delivered
ORD-10183,MFG-07,Southwest Plant,Phoenix,AZ,85040,Summit LLC,Charlotte,NC,28244,5401 Industrial Blvd,2026-02-13,2026-03-02,16394.03,9,delivered
ORD-10184,MFG-08,Pacific Northwest DC,Seattle,WA,98149,First Solutions,Philadelphia,PA,19161,8234 Highway 10,2026-02-20,2026-03-03,3067.78,23,delivered
ORD-10185,MFG-04,Southeast Plant,Atlanta,GA,30338,Crown Co,Phoenix,AZ,85071,2510 Commerce Dr,2026-02-22,2026-03-03,17593.23,14,delivered
ORD-10186,MFG-04,Southeast Plant,Atlanta,GA,30397,Crown Distribution,Detroit,MI,48220,8610 Commerce Dr,2026-02-21,2026-03-02,22943.53,3,confirmed
ORD-10187,MFG-04,Southeast Plant,Atlanta,GA,30383,Atlas Supply,Boston,MA,02129,2696 Industrial Blvd,2026-02-25,2026-03-04,3038.56,15,picked
ORD-10188,MFG-02,South Central DC,Dallas,TX,75275,First Inc,Charlotte,NC,28217,7430 Oak Ave,2026-02-23,2026-03-02,14163.19,15,delivered
ORD-10189,MFG-07,Southwest Plant,Phoenix,AZ,85042,Summit LLC,New York,NY,10037,9476 Main St,2026-02-23,2026-02-27,17554.56,12,delivered
ORD-10190,MFG-08,Pacific Northwest DC,Seattle,WA,98114,Apex Services,San Jose,CA,95162,2949 Warehouse Rd,2026-02-23,2026-02-27,24822.49,12,shipped
ORD-10191,MFG-02,South Central DC,Dallas,TX,75297,Acme Inc,Boston,MA,02127,5698 Main St,2026-02-22,2026-02-28,3314.58,17,delivered
ORD-10192,MFG-05,West Coast DC,Los Angeles,CA,90069,Central LLC,Boston,MA,02164,8716 Commerce Dr,2026-02-18,2026-03-03,11596.54,8,picked
ORD-10193,MFG-01,Midwest Plant,Chicago,IL,60694,Summit Co,Columbus,OH,43288,257 Oak Ave,2026-02-14,2026-02-28,14909.51,4,shipped
ORD-10194,MFG-01,Midwest Plant,Chicago,IL,60661,Atlas Solutions,Charlotte,NC,28239,8844 Oak Ave,2026-02-14,2026-03-03,12671.81,5,shipped
ORD-10195,MFG-06,Great Lakes Plant,Detroit,MI,48240,Metro Services,San Jose,CA,95128,8541 Oak Ave,2026-02-20,2026-03-01,1664.8,9,delivered
ORD-10196,MFG-08,Pacific Northwest DC,Seattle,WA,98116,Apex Corp,Jacksonville,FL,32292,6245 Warehouse Rd,2026-02-20,2026-03-02,10495.67,23,confirmed
ORD-10197,MFG-08,Pacific Northwest DC,Seattle,WA,98140,Sterling Corp,San Diego,CA,92148,2366 Warehouse Rd,2026-02-14,2026-03-01,10405.04,18,shipped
ORD-10198,MFG-07,Southwest Plant,Phoenix,AZ,85041,Central Inc,Dallas,TX,75236,5412 Highway 10,2026-02-23,2026-02-27,2447.73,12,delivered
ORD-10199,MFG-05,West Coast DC,Los Angeles,CA,90058,Horizon Co,Detroit,MI,48287,648 Warehouse Rd,2026-02-17,2026-02-27,18148.99,19,delivered
ORD-10200,MFG-06,Great Lakes Plant,Detroit,MI,48248,Apex Co,New York,NY,10037,3114 Highway 10,2026-02-24,2026-02-27,17436.31,8,delivered
ORD-10201,MFG-06,Great Lakes Plant,Detroit,MI,48246,Pioneer LLC,Fort Worth,TX,76169,8744 Highway 10,2026-02-20,2026-03-01,9087.17,9,delivered
ORD-10202,MFG-08,Pacific Northwest DC,Seattle,WA,98150,Atlas Goods,San Antonio,TX,78257,5127 Commerce Dr,2026-02-18,2026-02-27,3776.18,24,shipped
ORD-10203,MFG-07,Southwest Plant,Phoenix,AZ,85047,Prime Group,Phoenix,AZ,85035,5405 Oak Ave,2026-02-18,2026-03-01,13833.47,16,delivered
ORD-10204,MFG-08,Pacific Northwest DC,Seattle,WA,98192,Metro Distribution,Seattle,WA,98168,2757 Highway 10,2026-02-21,2026-03-03,3627.97,6,delivered
ORD-10205,MFG-01,Midwest Plant,Chicago,IL,60677,Pacific Inc,Los Angeles,CA,90019,795 Warehouse Rd,2026-02-23,2026-02-27,21087.24,5,picked
ORD-10206,MFG-04,Southeast Plant,Atlanta,GA,30374,Crown Services,Charlotte,NC,28257,991 Parkway,2026-02-24,2026-03-02,12273.18,22,open
ORD-10207,MFG-01,Midwest Plant,Chicago,IL,60612,Metro LLC,Denver,CO,80245,8778 Industrial Blvd,2026-02-25,2026-02-27,16899.72,23,delivered
ORD-10208,MFG-02,South Central DC,Dallas,TX,75277,Elite Services,Phoenix,AZ,85040,3145 Parkway,2026-02-19,2026-03-02,6793.02,12,shipped
ORD-10209,MFG-08,Pacific Northwest DC,Seattle,WA,98182,Summit LLC,San Diego,CA,92199,3701 Industrial Blvd,2026-02-14,2026-03-03,24793.12,21,delivered
ORD-10210,MFG-07,Southwest Plant,Phoenix,AZ,85058,Vertex Solutions,Fort Worth,TX,76180,7799 Main St,2026-02-13,2026-03-02,4408.88,23,shipped
ORD-10211,MFG-02,South Central DC,Dallas,TX,75277,National Distribution,Los Angeles,CA,90039,3464 Warehouse Rd,2026-02-24,2026-03-03,1307.06,9,open
ORD-10212,MFG-01,Midwest Plant,Chicago,IL,60632,Atlas Services,Austin,TX,78712,3395 Parkway,2026-02-22,2026-02-27,7587.03,3,delivered
ORD-10213,MFG-06,Great Lakes Plant,Detroit,MI,48259,Premier Solutions,Phoenix,AZ,85098,1285 Parkway,2026-02-21,2026-03-03,2577.49,2,picked
ORD-10214,MFG-07,Southwest Plant,Phoenix,AZ,85051,Vertex Corp,New York,NY,10091,4479 Warehouse Rd,2026-02-24,2026-03-01,8991.91,8,delivered
ORD-10215,MFG-07,Southwest Plant,Phoenix,AZ,85020,Pacific Services,Detroit,MI,48247,4038 Highway 10,2026-02-14,2026-02-27,3982.39,9,delivered
ORD-10216,MFG-06,Great Lakes Plant,Detroit,MI,48256,Vertex Supply,Houston,TX,77021,86 Industrial Blvd,2026-02-21,2026-03-01,2690.45,9,confirmed
ORD-10217,MFG-07,Southwest Plant,Phoenix,AZ,85023,Premier Distribution,New York,NY,10021,5799 Parkway,2026-02-20,2026-02-27,456.66,13,shipped
ORD-10218,MFG-04,Southeast Plant,Atlanta,GA,30383,Metro Services,Denver,CO,80231,6238 Oak Ave,2026-02-19,2026-02-27,6819.91,10,confirmed
ORD-10219,MFG-05,West Coast DC,Los Angeles,CA,90063,Central Supply,San Jose,CA,95171,1261 Industrial Blvd,2026-02-18,2026-02-28,15682.09,24,delivered
ORD-10220,MFG-02,South Central DC,Dallas,TX,75227,Fusion Corp,San Jose,CA,95110,6484 Industrial Blvd,2026-02-22,2026-03-04,11089.54,11,shipped
ORD-10221,MFG-05,West Coast DC,Los Angeles,CA,90051,Horizon Materials,Detroit,MI,48298,3291 Commerce Dr,2026-02-17,2026-02-28,24222.82,13,shipped
ORD-10222,MFG-06,Great Lakes Plant,Detroit,MI,48258,Crown Inc,Dallas,TX,75260,5981 Main St,2026-02-17,2026-03-04,24932.03,19,picked
ORD-10223,MFG-08,Pacific Northwest DC,Seattle,WA,98136,United Group,Charlotte,NC,28247,1134 Warehouse Rd,2026-02-22,2026-03-04,12557.68,22,delivered
ORD-10224,MFG-03,Northeast Plant,Philadelphia,PA,19164,Vertex Distribution,Fort Worth,TX,76119,7358 Parkway,2026-02-22,2026-03-01,12739.32,18,delivered
ORD-10225,MFG-01,Midwest Plant,Chicago,IL,60656,Fusion Inc,Boston,MA,02186,1393 Main St,2026-02-19,2026-03-03,16667.64,22,picked
ORD-10226,MFG-07,Southwest Plant,Phoenix,AZ,85052,Atlas Co,Columbus,OH,43223,173 Main St,2026-02-18,2026-02-28,18709.3,17,delivered
ORD-10227,MFG-08,Pacific Northwest DC,Seattle,WA,98157,First Services,Fort Worth,TX,76169,9644 Highway 10,2026-02-16,2026-03-02,24942.91,12,shipped
ORD-10228,MFG-02,South Central DC,Dallas,TX,75224,Pioneer Supply,Phoenix,AZ,85054,5111 Industrial Blvd,2026-02-18,2026-03-01,12150.71,17,shipped
ORD-10229,MFG-06,Great Lakes Plant,Detroit,MI,48218,United Distribution,San Jose,CA,95115,1886 Main St,2026-02-21,2026-03-04,2867.66,21,delivered
ORD-10230,MFG-03,Northeast Plant,Philadelphia,PA,19180,Metro Services,Philadelphia,PA,19152,9173 Commerce Dr,2026-02-24,2026-03-04,19974.23,8,delivered
ORD-10231,MFG-07,Southwest Plant,Phoenix,AZ,85013,Premier Parts,Detroit,MI,48235,7366 Parkway,2026-02-22,2026-03-01,17662.68,1,picked
ORD-10232,MFG-03,Northeast Plant,Philadelphia,PA,19156,Apex Supplies,Austin,TX,78735,7497 Main St,2026-02-24,2026-02-28,24153.02,17,shipped
ORD-10233,MFG-02,South Central DC,Dallas,TX,75254,Prime LLC,Jacksonville,FL,32268,2827 Warehouse Rd,2026-02-20,2026-03-03,14815.68,20,delivered
ORD-10234,MFG-04,Southeast Plant,Atlanta,GA,30349,Apex Services,Houston,TX,77033,6117 Highway 10,2026-02-25,2026-02-27,10543.24,13,confirmed
ORD-10235,MFG-03,Northeast Plant,Philadelphia,PA,19172,Pioneer Parts,Boston,MA,02198,2839 Parkway,2026-02-24,2026-02-28,3636.37,10,shipped
ORD-10236,MFG-06,Great Lakes Plant,Detroit,MI,48211,Vertex Supply,Seattle,WA,98127,3197 Warehouse Rd,2026-02-25,2026-03-01,12450.0,21,delivered
ORD-10237,MFG-08,Pacific Northwest DC,Seattle,WA,98131,First Corp,Chicago,IL,60682,506 Warehouse Rd,2026-02-18,2026-03-03,962.47,10,picked
ORD-10238,MFG-08,Pacific Northwest DC,Seattle,WA,98182,Elite Distribution,Seattle,WA,98180,8370 Main St,2026-02-15,2026-03-02,19411.56,9,delivered
ORD-10239,MFG-01,Midwest Plant,Chicago,IL,60666,National Solutions,Boston,MA,02137,6966 Main St,2026-02-19,2026-03-03,21889.02,10,open
ORD-10240,MFG-02,South Central DC,Dallas,TX,75266,Fusion Corp,Houston,TX,77040,3439 Warehouse Rd,2026-02-21,2026-03-03,15315.01,23,shipped
ORD-10241,MFG-04,Southeast Plant,Atlanta,GA,30336,Atlas Group,Los Angeles,CA,90082,5748 Parkway,2026-02-17,2026-02-28,24478.15,11,shipped
ORD-10242,MFG-02,South Central DC,Dallas,TX,75227,Prime Co,Columbus,OH,43217,4544 Warehouse Rd,2026-02-16,2026-03-02,21672.06,23,picked
ORD-10243,MFG-07,Southwest Plant,Phoenix,AZ,85072,Premier Services,Phoenix,AZ,85083,4403 Highway 10,2026-02-22,2026-03-01,2026.58,15,delivered
ORD-10244,MFG-05,West Coast DC,Los Angeles,CA,90098,Elite LLC,Jacksonville,FL,32268,7997 Industrial Blvd,2026-02-13,2026-03-02,2464.57,24,delivered
ORD-10245,MFG-07,Southwest Plant,Phoenix,AZ,85037,Horizon Solutions,Columbus,OH,43237,8106 Industrial Blvd,2026-02-19,2026-02-28,13750.67,11,confirmed
ORD-10246,MFG-01,Midwest Plant,Chicago,IL,60615,Vertex Co,Houston,TX,77090,7530 Main St,2026-02-16,2026-02-27,11494.48,15,delivered
ORD-10247,MFG-03,Northeast Plant,Philadelphia,PA,19193,Metro Inc,San Jose,CA,95130,4490 Main St,2026-02-21,2026-03-02,2198.15,9,delivered
ORD-10248,MFG-07,Southwest Plant,Phoenix,AZ,85090,Premier Corp,San Jose,CA,95199,3837 Commerce Dr,2026-02-15,2026-03-02,2515.31,23,picked
ORD-10249,MFG-04,Southeast Plant,Atlanta,GA,30376,United Services,Charlotte,NC,28211,133 Highway 10,2026-02-15,2026-03-01,17396.67,14,shipped
ORD-10250,MFG-02,South Central DC,Dallas,TX,75223,Premier Distribution,Houston,TX,77050,6023 Industrial Blvd,2026-02-22,2026-02-27,16093.17,5,delivered
ORD-10251,MFG-01,Midwest Plant,Chicago,IL,60688,Central LLC,Philadelphia,PA,19166,5754 Highway 10,2026-02-16,2026-02-28,15459.49,14,shipped
ORD-10252,MFG-02,South Central DC,Dallas,TX,75227,Premier Co,Houston,TX,77085,6292 Industrial Blvd,2026-02-23,2026-03-04,19808.26,11,picked
ORD-10253,MFG-05,West Coast DC,Los Angeles,CA,90098,Summit Co,New York,NY,10094,4943 Oak Ave,2026-02-25,2026-03-02,18733.91,7,shipped
ORD-10254,MFG-08,Pacific Northwest DC,Seattle,WA,98159,Elite Solutions,Houston,TX,77040,8186 Highway 10,2026-02-14,2026-03-02,22234.8,17,open
ORD-10255,MFG-03,Northeast Plant,Philadelphia,PA,19159,Acme Parts,Nashville,TN,37263,5987 Parkway,2026-02-17,2026-03-03,23868.16,16,delivered
ORD-10256,MFG-01,Midwest Plant,Chicago,IL,60643,Vertex Services,San Antonio,TX,78215,991 Warehouse Rd,2026-02-25,2026-03-01,15769.98,10,delivered
ORD-10257,MFG-07,Southwest Plant,Phoenix,AZ,85020,Pacific Distribution,Boston,MA,02178,2502 Industrial Blvd,2026-02-20,2026-02-27,12855.92,3,picked
ORD-10258,MFG-06,Great Lakes Plant,Detroit,MI,48260,United LLC,Nashville,TN,37291,1084 Industrial Blvd,2026-02-23,2026-03-03,23842.69,24,picked
ORD-10259,MFG-07,Southwest Plant,Phoenix,AZ,85024,Acme Corp,Charlotte,NC,28288,9976 Main St,2026-02-17,2026-02-28,464.72,4,confirmed
ORD-10260,MFG-08,Pacific Northwest DC,Seattle,WA,98154,Global Inc,Denver,CO,80276,4248 Oak Ave,2026-02-16,2026-03-01,19560.93,24,shipped
ORD-10261,MFG-06,Great Lakes Plant,Detroit,MI,48264,Horizon Materials,Dallas,TX,75277,1047 Industrial Blvd,2026-02-14,2026-03-03,11461.66,16,shipped
ORD-10262,MFG-06,Great Lakes Plant,Detroit,MI,48230,Acme Co,Dallas,TX,75223,9403 Highway 10,2026-02-15,2026-03-03,18558.38,8,open
ORD-10263,MFG-01,Midwest Plant,Chicago,IL,60670,Vertex Co,Jacksonville,FL,32259,2459 Oak Ave,2026-02-13,2026-03-04,20107.42,18,delivered
ORD-10264,MFG-06,Great Lakes Plant,Detroit,MI,48241,Metro Co,Columbus,OH,43250,4445 Warehouse Rd,2026-02-22,2026-02-27,12625.72,4,delivered
ORD-10265,MFG-01,Midwest Plant,Chicago,IL,60661,Elite Co,Chicago,IL,60669,4626 Warehouse Rd,2026-02-20,2026-03-04,2296.68,11,shipped
ORD-10266,MFG-05,West Coast DC,Los Angeles,CA,90082,United Corp,San Jose,CA,95189,3975 Commerce Dr,2026-02-24,2026-03-01,18351.71,7,delivered
ORD-10267,MFG-01,Midwest Plant,Chicago,IL,60662,First LLC,New York,NY,10039,8873 Industrial Blvd,2026-02-13,2026-03-02,186.33,11,delivered
ORD-10268,MFG-04,Southeast Plant,Atlanta,GA,30377,United Distribution,San Diego,CA,92163,8062 Main St,2026-02-16,2026-03-04,7103.66,23,open
ORD-10269,MFG-07,Southwest Plant,Phoenix,AZ,85099,Atlas Parts,Jacksonville,FL,32268,1392 Parkway,2026-02-25,2026-02-27,15984.81,5,shipped
ORD-10270,MFG-07,Southwest Plant,Phoenix,AZ,85094,Prime Supply,Phoenix,AZ,85040,4779 Industrial Blvd,2026-02-20,2026-03-04,17563.03,13,delivered
ORD-10271,MFG-05,West Coast DC,Los Angeles,CA,90039,Prime Services,Chicago,IL,60635,2231 Warehouse Rd,2026-02-15,2026-03-03,2775.6,5,shipped
ORD-10272,MFG-02,South Central DC,Dallas,TX,75278,First Parts,Jacksonville,FL,32236,7405 Industrial Blvd,2026-02-19,2026-03-01,2396.96,4,delivered
ORD-10273,MFG-04,Southeast Plant,Atlanta,GA,30351,Metro Inc,Phoenix,AZ,85021,4067 Industrial Blvd,2026-02-25,2026-03-01,16978.01,2,shipped
ORD-10274,MFG-07,Southwest Plant,Phoenix,AZ,85067,United Corp,Boston,MA,02180,4094 Main St,2026-02-15,2026-03-01,3168.11,5,open
ORD-10275,MFG-04,Southeast Plant,Atlanta,GA,30361,Pioneer Corp,Jacksonville,FL,32297,1377 Parkway,2026-02-19,2026-03-02,691.73,3,open
ORD-10276,MFG-02,South Central DC,Dallas,TX,75252,Vertex Corp,Houston,TX,77015,7553 Main St,2026-02-23,2026-02-28,9965.72,24,open
ORD-10277,MFG-06,Great Lakes Plant,Detroit,MI,48237,First Supply,Philadelphia,PA,19145,4586 Commerce Dr,2026-02-16,2026-03-04,15410.55,2,delivered
ORD-10278,MFG-07,Southwest Plant,Phoenix,AZ,85080,Sterling Co,Seattle,WA,98117,1438 Industrial Blvd,2026-02-16,2026-03-01,5106.53,14,delivered
ORD-10279,MFG-01,Midwest Plant,Chicago,IL,60658,Metro Inc,Jacksonville,FL,32271,8922 Warehouse Rd,2026-02-21,2026-03-01,12634.47,19,shipped
ORD-10280,MFG-06,Great Lakes Plant,Detroit,MI,48286,United Corp,San Diego,CA,92113,4603 Main St,2026-02-24,2026-03-03,9032.21,17,delivered
ORD-10281,MFG-02,South Central DC,Dallas,TX,75241,Apex Solutions,San Diego,CA,92144,8744 Warehouse Rd,2026-02-14,2026-03-03,14455.95,8,delivered
ORD-10282,MFG-03,Northeast Plant,Philadelphia,PA,19132,Atlas Materials,San Diego,CA,92185,5211 Warehouse Rd,2026-02-21,2026-03-03,850.93,19,delivered
ORD-10283,MFG-04,Southeast Plant,Atlanta,GA,30373,Sterling Supply,Boston,MA,02149,2877 Commerce Dr,2026-02-15,2026-02-27,5930.69,2,picked
ORD-10284,MFG-01,Midwest Plant,Chicago,IL,60652,Pacific LLC,Detroit,MI,48235,2138 Industrial Blvd,2026-02-17,2026-03-03,1629.97,11,confirmed
ORD-10285,MFG-06,Great Lakes Plant,Detroit,MI,48219,Vertex Supply,Jacksonville,FL,32294,6482 Parkway,2026-02-21,2026-02-27,8166.69,10,delivered
ORD-10286,MFG-06,Great Lakes Plant,Detroit,MI,48232,Pacific Corp,Boston,MA,02198,5847 Oak Ave,2026-02-17,2026-03-03,7774.56,13,delivered
ORD-10287,MFG-01,Midwest Plant,Chicago,IL,60699,Horizon Corp,Nashville,TN,37260,9298 Main St,2026-02-20,2026-02-28,5639.25,20,delivered
ORD-10288,MFG-06,Great Lakes Plant,Detroit,MI,48219,Prime Supply,San Diego,CA,92154,5235 Oak Ave,2026-02-15,2026-03-02,16800.11,23,delivered
ORD-10289,MFG-01,Midwest Plant,Chicago,IL,60643,Vertex Corp,San Antonio,TX,78241,1111 Industrial Blvd,2026-02-15,2026-02-28,181.84,24,shipped
ORD-10290,MFG-07,Southwest Plant,Phoenix,AZ,85073,Metro Supply,Fort Worth,TX,76154,8947 Commerce Dr,2026-02-24,2026-02-27,16326.59,19,delivered
ORD-10291,MFG-02,South Central DC,Dallas,TX,75214,Metro LLC,San Jose,CA,95112,5222 Industrial Blvd,2026-02-15,2026-03-04,8643.93,3,delivered
ORD-10292,MFG-02,South Central DC,Dallas,TX,75253,Metro Inc,Detroit,MI,48288,7910 Highway 10,2026-02-23,2026-02-27,4250.18,21,delivered
ORD-10293,MFG-02,South Central DC,Dallas,TX,75252,Summit Services,San Antonio,TX,78234,6706 Highway 10,2026-02-19,2026-03-02,7145.85,22,picked
ORD-10294,MFG-08,Pacific Northwest DC,Seattle,WA,98129,Global Inc,Los Angeles,CA,90056,63 Commerce Dr,2026-02-20,2026-02-27,15683.51,22,shipped
ORD-10295,MFG-04,Southeast Plant,Atlanta,GA,30331,National LLC,San Jose,CA,95120,7759 Warehouse Rd,2026-02-20,2026-02-27,11852.97,13,delivered
ORD-10296,MFG-07,Southwest Plant,Phoenix,AZ,85033,National Parts,Jacksonville,FL,32258,6053 Oak Ave,2026-02-14,2026-03-01,11077.55,9,shipped
ORD-10297,MFG-03,Northeast Plant,Philadelphia,PA,19199,Apex Distribution,Houston,TX,77020,5633 Warehouse Rd,2026-02-23,2026-03-02,5803.69,19,open
ORD-10298,MFG-07,Southwest Plant,Phoenix,AZ,85078,Sterling Components,Seattle,WA,98183,3861 Commerce Dr,2026-02-14,2026-02-28,22584.01,13,delivered
ORD-10299,MFG-03,Northeast Plant,Philadelphia,PA,19125,Vertex Co,Charlotte,NC,28232,2739 Oak Ave,2026-02-17,2026-03-03,1210.5,5,open
ORD-10300,MFG-03,Northeast Plant,Philadelphia,PA,19186,Pioneer Inc,Dallas,TX,75250,1098 Main St,2026-02-22,2026-03-01,8254.25,18,shipped
ORD-10301,MFG-07,Southwest Plant,Phoenix,AZ,85024,First Distribution,Columbus,OH,43229,2429 Parkway,2026-02-15,2026-03-02,14132.69,4,confirmed
ORD-10302,MFG-06,Great Lakes Plant,Detroit,MI,48262,Fusion Goods,Dallas,TX,75259,7956 Parkway,2026-02-24,2026-03-02,4429.16,2,shipped
ORD-10303,MFG-07,Southwest Plant,Phoenix,AZ,85014,First Group,Fort Worth,TX,76152,3893 Main St,2026-02-24,2026-03-03,22441.23,9,open
ORD-10304,MFG-05,West Coast DC,Los Angeles,CA,90072,Premier Co,Houston,TX,77039,2202 Industrial Blvd,2026-02-23,2026-03-04,6845.09,11,shipped
ORD-10305,MFG-08,Pacific Northwest DC,Seattle,WA,98137,Sterling Services,Columbus,OH,43272,8463 Warehouse Rd,2026-02-14,2026-03-01,19818.54,17,open
ORD-10306,MFG-03,Northeast Plant,Philadelphia,PA,19177,Elite Co,Nashville,TN,37213,2847 Oak Ave,2026-02-17,2026-03-04,6349.83,2,shipped
ORD-10307,MFG-05,West Coast DC,Los Angeles,CA,90057,Fusion Supply,Charlotte,NC,28274,6504 Highway 10,2026-02-16,2026-03-04,909.5,22,shipped
ORD-10308,MFG-03,Northeast Plant,Philadelphia,PA,19170,Acme Services,Nashville,TN,37280,5731 Industrial Blvd,2026-02-19,2026-02-27,20797.12,24,confirmed
ORD-10309,MFG-01,Midwest Plant,Chicago,IL,60630,Acme Supply,Nashville,TN,37237,3627 Highway 10,2026-02-18,2026-02-28,16341.95,9,delivered
ORD-10310,MFG-03,Northeast Plant,Philadelphia,PA,19192,Vertex Services,Philadelphia,PA,19186,139 Oak Ave,2026-02-20,2026-02-28,24180.56,23,delivered
ORD-10311,MFG-06,Great Lakes Plant,Detroit,MI,48268,Sterling Solutions,Dallas,TX,75237,7647 Industrial Blvd,2026-02-25,2026-03-03,10019.24,20,confirmed
ORD-10312,MFG-05,West Coast DC,Los Angeles,CA,90048,First Co,Houston,TX,77071,1046 Industrial Blvd,2026-02-19,2026-03-04,8229.66,21,shipped
ORD-10313,MFG-03,Northeast Plant,Philadelphia,PA,19176,Horizon Group,San Diego,CA,92117,9831 Commerce Dr,2026-02-20,2026-03-03,3627.25,22,open
ORD-10314,MFG-05,West Coast DC,Los Angeles,CA,90063,Crown Supply,Fort Worth,TX,76159,579 Parkway,2026-02-17,2026-03-03,18204.76,11,picked
ORD-10315,MFG-06,Great Lakes Plant,Detroit,MI,48274,Crown Corp,San Jose,CA,95131,9147 Oak Ave,2026-02-15,2026-02-28,3329.41,16,shipped
ORD-10316,MFG-06,Great Lakes Plant,Detroit,MI,48293,National Equipment,Chicago,IL,60638,5821 Oak Ave,2026-02-20,2026-03-03,19734.05,14,shipped
ORD-10317,MFG-08,Pacific Northwest DC,Seattle,WA,98125,Apex Distribution,Seattle,WA,98116,9562 Parkway,2026-02-14,2026-03-04,22252.24,16,delivered
ORD-10318,MFG-05,West Coast DC,Los Angeles,CA,90062,Pacific Solutions,Los Angeles,CA,90029,2251 Oak Ave,2026-02-22,2026-03-01,22337.2,19,delivered
ORD-10319,MFG-03,Northeast Plant,Philadelphia,PA,19120,Metro Materials,Seattle,WA,98152,2898 Industrial Blvd,2026-02-14,2026-03-02,11383.52,1,picked
ORD-10320,MFG-08,Pacific Northwest DC,Seattle,WA,98121,Summit Distribution,Phoenix,AZ,85088,7106 Highway 10,2026-02-22,2026-03-01,24138.4,14,shipped
ORD-10321,MFG-04,Southeast Plant,Atlanta,GA,30357,Elite Group,New York,NY,10051,8701 Oak Ave,2026-02-13,2026-02-27,18380.04,21,picked
ORD-10322,MFG-03,Northeast Plant,Philadelphia,PA,19123,Sterling Components,Fort Worth,TX,76174,9645 Industrial Blvd,2026-02-14,2026-02-28,7560.33,2,shipped
